Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
25-09-2017,Saving Bank account 1,Groceries,fruits,30,Expense,INR,2017,September,TXN1451
25-09-2017,Saving Bank account 1,Groceries,fruits,300,Expense,INR,2017,September,TXN1452
27-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,334,Expense,INR,2017,September,TXN1453
27-09-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,September,TXN1454
27-09-2017,Cash,Utilities,Kirana,312,Expense,INR,2017,September,TXN1455
28-09-2017,Saving Bank account 1,Transportation,Travels,2388,Expense,INR,2017,September,TXN1456
28-09-2017,Saving Bank account 1,Communication,Tata Sky,215,Expense,INR,2017,September,TXN1457
29-09-2017,Cash,Groceries,snacks,25,Expense,INR,2017,September,TXN1458
29-09-2017,Cash,Discretionary,Laundry,60,Expense,INR,2017,September,TXN1459
29-09-2017,Saving Bank account 1,Healthcare,Medicine,21,Expense,INR,2017,September,TXN1460
29-09-2017,Cash,Groceries,Ice cream,10,Expense,INR,2017,September,TXN1461
30-09-2017,Saving Bank account 1,Interest,No notes available!,778,Income,INR,2017,September,TXN1462
30-09-2017,Saving Bank account 1,Salary,No notes available!,61578,Income,INR,2017,September,TXN1463
30-09-2017,Cash,Utilities,Kitchen,600,Expense,INR,2017,September,TXN1464
30-09-2017,Cash,Groceries,Grocery,30,Expense,INR,2017,September,TXN1465
30-09-2017,Saving Bank account 1,Groceries,Grocery,135,Expense,INR,2017,September,TXN1466
30-09-2017,Saving Bank account 1,Utilities,Kirana,155,Expense,INR,2017,September,TXN1467
30-09-2017,Saving Bank account 1,Healthcare,Medicine,59,Expense,INR,2017,September,TXN1468
01-10-2017,Saving Bank account 1,Communication,Hotstar,149,Expense,INR,2017,October,TXN1469
01-10-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,October,TXN1470
02-10-2017,Cash,Utilities,No notes available!,2000,Expense,INR,2017,October,TXN1471
02-10-2017,Credit Card,Utilities,Kirana,3055,Expense,INR,2017,October,TXN1472
04-10-2017,Cash,Healthcare,Pocket money,400,Expense,INR,2017,October,TXN1473
04-10-2017,Saving Bank account 1,Healthcare,Medicine,50,Expense,INR,2017,October,TXN1474
04-10-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,October,TXN1475
05-10-2017,Saving Bank account 1,Miscellaneous,No notes available!,200,Expense,INR,2017,October,TXN1476
06-10-2017,Saving Bank account 1,Healthcare,Medicine,468,Expense,INR,2017,October,TXN1477
08-10-2017,Credit Card,Healthcare,clothes,3198,Expense,INR,2017,October,TXN1478
08-10-2017,Credit Card,Miscellaneous,No notes available!,6500,Expense,INR,2017,October,TXN1479
09-10-2017,Saving Bank account 1,Communication,Wifi Internet Service,5640,Expense,INR,2017,October,TXN1480
09-10-2017,Cash,Groceries,Grocery,280,Expense,INR,2017,October,TXN1481
09-10-2017,Cash,Groceries,fruits,230,Expense,INR,2017,October,TXN1482
10-10-2017,Cash,Utilities,Kitchen,14,Expense,INR,2017,October,TXN1483
11-10-2017,Saving Bank account 1,Transportation,train,658.6,Expense,INR,2017,October,TXN1484
13-10-2017,Cash,Healthcare,Pocket money,70,Expense,INR,2017,October,TXN1485
17-10-2017,Saving Bank account 1,Miscellaneous,No notes available!,3000,Income,INR,2017,October,TXN1486
18-10-2017,Credit Card,Transportation,train,1231,Expense,INR,2017,October,TXN1487
18-10-2017,Credit Card,Transportation,train,1333,Expense,INR,2017,October,TXN1488
19-10-2017,Cash,Groceries,snacks,25,Expense,INR,2017,October,TXN1489
20-10-2017,Cash,Discretionary,Diwali,20,Expense,INR,2017,October,TXN1490
20-10-2017,Saving Bank account 1,Miscellaneous,No notes available!,200,Expense,INR,2017,October,TXN1491
21-10-2017,Cash,Utilities,No notes available!,2000,Expense,INR,2017,October,TXN1492
21-10-2017,Cash,Groceries,Grocery,33,Expense,INR,2017,October,TXN1493
21-10-2017,Credit Card,Miscellaneous,No notes available!,1888,Expense,INR,2017,October,TXN1494
22-10-2017,Cash,Transportation,auto,50,Expense,INR,2017,October,TXN1495
23-10-2017,Cash,Discretionary,Diwali,200,Expense,INR,2017,October,TXN1496
23-10-2017,Cash,Utilities,Toiletries,99,Expense,INR,2017,October,TXN1497
23-10-2017,Cash,Utilities,Toiletries,9,Expense,INR,2017,October,TXN1498
23-10-2017,Cash,Utilities,Kirana,50,Expense,INR,2017,October,TXN1499
23-10-2017,Cash,Utilities,Kitchen,27,Expense,INR,2017,October,TXN1500
23-10-2017,Cash,Discretionary,Footwear,220,Expense,INR,2017,October,TXN1501
23-10-2017,Saving Bank account 1,Communication,Tata Sky,191,Expense,INR,2017,October,TXN1502
24-10-2017,Cash,Groceries,snacks,10,Expense,INR,2017,October,TXN1503
24-10-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,October,TXN1504
25-10-2017,Saving Bank account 1,Miscellaneous,No notes available!,3000,Income,INR,2017,October,TXN1505
26-10-2017,Cash,Discretionary,Diwali,500,Expense,INR,2017,October,TXN1506
26-10-2017,Cash,Discretionary,Diwali,10,Expense,INR,2017,October,TXN1507
26-10-2017,Cash,Discretionary,Diwali,50,Expense,INR,2017,October,TXN1508
26-10-2017,Cash,Transportation,auto,50,Expense,INR,2017,October,TXN1509
27-10-2017,Cash,Transportation,auto,40,Expense,INR,2017,October,TXN1510
29-10-2017,Credit Card,Communication,Mobile Service Provider,296,Expense,INR,2017,October,TXN1511
29-10-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,October,TXN1512
29-10-2017,Credit Card,Communication,Hotstar,795.49,Expense,INR,2017,October,TXN1513
01-11-2017,Saving Bank account 1,Communication,Mobile Service Provider,296,Expense,INR,2017,November,TXN1514
01-11-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,November,TXN1515
01-11-2017,Saving Bank account 1,Salary,No notes available!,78298,Income,INR,2017,November,TXN1516
02-11-2017,Cash,Groceries,snacks,20,Expense,INR,2017,November,TXN1517
02-11-2017,Cash,Miscellaneous,No notes available!,130,Expense,INR,2017,November,TXN1518
03-11-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,November,TXN1519
05-11-2017,Saving Bank account 1,Communication,Tata Sky,200,Expense,INR,2017,November,TXN1520
05-11-2017,Cash,Transportation,auto,15,Expense,INR,2017,November,TXN1521
06-11-2017,Cash,Groceries,Eggs,39,Expense,INR,2017,November,TXN1522
07-11-2017,Saving Bank account 1,Groceries,Milk,70,Expense,INR,2017,November,TXN1523
08-11-2017,Credit Card,Utilities,Kirana,539,Expense,INR,2017,November,TXN1524
08-11-2017,Saving Bank account 1,Groceries,fruits,130,Expense,INR,2017,November,TXN1525
08-11-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,November,TXN1526
09-11-2017,Saving Bank account 1,Groceries,Milk,70,Expense,INR,2017,November,TXN1527
09-11-2017,Saving Bank account 1,Groceries,Lunch,40,Expense,INR,2017,November,TXN1528
09-11-2017,Saving Bank account 1,Healthcare,Medicine,100,Expense,INR,2017,November,TXN1529
09-11-2017,Credit Card,Utilities,Kirana,67,Expense,INR,2017,November,TXN1530
09-11-2017,Cash,Utilities,Toiletries,20,Expense,INR,2017,November,TXN1531
09-11-2017,Cash,Discretionary,Laundry,72,Expense,INR,2017,November,TXN1532
11-11-2017,Saving Bank account 1,Groceries,Eggs,39,Expense,INR,2017,November,TXN1533
11-11-2017,Saving Bank account 1,Groceries,Milk,26,Expense,INR,2017,November,TXN1534
12-11-2017,Cash,Transportation,auto,30,Expense,INR,2017,November,TXN1535
12-11-2017,Credit Card,Groceries,Dinner,1525,Expense,INR,2017,November,TXN1536
12-11-2017,Cash,Groceries,Tea,12,Expense,INR,2017,November,TXN1537
12-11-2017,Credit Card,Utilities,Appliances,130,Expense,INR,2017,November,TXN1538
12-11-2017,Cash,Transportation,Train,40,Expense,INR,2017,November,TXN1539
12-11-2017,Credit Card,Miscellaneous,No notes available!,3690,Expense,INR,2017,November,TXN1540
12-11-2017,Cash,Transportation,auto,34,Expense,INR,2017,November,TXN1541
12-11-2017,Cash,Transportation,Train,30,Expense,INR,2017,November,TXN1542
12-11-2017,Cash,Utilities,Appliances,120,Expense,INR,2017,November,TXN1543
13-11-2017,Saving Bank account 1,Groceries,Grocery,60,Expense,INR,2017,November,TXN1544
13-11-2017,Credit Card,Utilities,Kirana,268,Expense,INR,2017,November,TXN1545
13-11-2017,Saving Bank account 1,Groceries,Grocery,50,Expense,INR,2017,November,TXN1546
13-11-2017,Saving Bank account 1,Groceries,Milk,70,Expense,INR,2017,November,TXN1547
13-11-2017,Saving Bank account 1,Utilities,Kirana,180,Expense,INR,2017,November,TXN1548
14-11-2017,Saving Bank account 1,Groceries,Grocery,160,Expense,INR,2017,November,TXN1549
14-11-2017,Cash,Healthcare,Pocket money,770,Expense,INR,2017,November,TXN1550
14-11-2017,Cash,Groceries,fruits,125,Expense,INR,2017,November,TXN1551
15-11-2017,Credit Card,Groceries,Dinner,524,Expense,INR,2017,November,TXN1552
15-11-2017,Saving Bank account 1,Utilities,Kirana,209,Expense,INR,2017,November,TXN1553
15-11-2017,Saving Bank account 1,Education,Stationary,45,Expense,INR,2017,November,TXN1554
15-11-2017,Saving Bank account 1,Groceries,Bread,25,Expense,INR,2017,November,TXN1555
15-11-2017,Credit Card,Utilities,Kirana,95,Expense,INR,2017,November,TXN1556
16-11-2017,Saving Bank account 1,Groceries,Milk,70,Expense,INR,2017,November,TXN1557
17-11-2017,Saving Bank account 1,Utilities,Kirana,80,Expense,INR,2017,November,TXN1558
17-11-2017,Saving Bank account 1,Groceries,Ice cream,105,Expense,INR,2017,November,TXN1559
17-11-2017,Saving Bank account 1,Groceries,flour mill,28,Expense,INR,2017,November,TXN1560
18-11-2017,Saving Bank account 1,Groceries,Milk,104,Expense,INR,2017,November,TXN1561
18-11-2017,Saving Bank account 1,Education,No notes available!,950,Expense,INR,2017,November,TXN1562
18-11-2017,Saving Bank account 1,Communication,Mahanagar Gas,147,Expense,INR,2017,November,TXN1563
18-11-2017,Credit Card,Utilities,Kirana,242,Expense,INR,2017,November,TXN1564
18-11-2017,Saving Bank account 1,Groceries,Eggs,39,Expense,INR,2017,November,TXN1565
19-11-2017,Credit Card,Discretionary,Movie,436,Expense,INR,2017,November,TXN1566
19-11-2017,Cash,Transportation,auto,30,Expense,INR,2017,November,TXN1567
19-11-2017,Cash,Transportation,Train,20,Expense,INR,2017,November,TXN1568
19-11-2017,Cash,Transportation,auto,30,Expense,INR,2017,November,TXN1569
19-11-2017,Saving Bank account 1,Groceries,snacks,20,Expense,INR,2017,November,TXN1570
20-11-2017,Saving Bank account 1,Groceries,Milk,70,Expense,INR,2017,November,TXN1571
20-11-2017,Cash,Miscellaneous,No notes available!,200,Income,INR,2017,November,TXN1572
23-11-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,November,TXN1573
23-11-2017,Cash,Groceries,flour mill,21,Expense,INR,2017,November,TXN1574
23-11-2017,Cash,Groceries,Grocery,17,Expense,INR,2017,November,TXN1575
23-11-2017,Cash,Groceries,Bread,23,Expense,INR,2017,November,TXN1576
24-11-2017,Credit Card,Discretionary,Movie,314,Expense,INR,2017,November,TXN1577
25-11-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,November,TXN1578
25-11-2017,Credit Card,Communication,Tata Sky,156,Expense,INR,2017,November,TXN1579
25-11-2017,Cash,Groceries,vegetables,10,Expense,INR,2017,November,TXN1580
25-11-2017,Cash,Discretionary,Laundry,90,Expense,INR,2017,November,TXN1581
26-11-2017,Cash,Transportation,Train,10,Expense,INR,2017,November,TXN1582
26-11-2017,Saving Bank account 1,Healthcare,Hospital,400,Expense,INR,2017,November,TXN1583
26-11-2017,Cash,Transportation,auto,40,Expense,INR,2017,November,TXN1584
26-11-2017,Credit Card,Healthcare,Medicine,159,Expense,INR,2017,November,TXN1585
26-11-2017,Cash,Transportation,auto,40,Expense,INR,2017,November,TXN1586
26-11-2017,Saving Bank account 1,Miscellaneous,No notes available!,8,Income,INR,2017,November,TXN1587
27-11-2017,Saving Bank account 1,Healthcare,Health,1000,Expense,INR,2017,November,TXN1588
27-11-2017,Cash,Transportation,auto,30,Expense,INR,2017,November,TXN1589
27-11-2017,Saving Bank account 1,Miscellaneous,No notes available!,7,Income,INR,2017,November,TXN1590
27-11-2017,Credit Card,Discretionary,Footwear,2699,Expense,INR,2017,November,TXN1591
27-11-2017,Cash,Transportation,Train,5,Expense,INR,2017,November,TXN1592
27-11-2017,Cash,Transportation,auto,30,Expense,INR,2017,November,TXN1593
28-11-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,November,TXN1594
28-11-2017,Saving Bank account 1,Groceries,vegetables,140,Expense,INR,2017,November,TXN1595
28-11-2017,Credit Card,Utilities,Kirana,115,Expense,INR,2017,November,TXN1596
28-11-2017,Saving Bank account 1,Groceries,Bread,18,Expense,INR,2017,November,TXN1597
28-11-2017,Saving Bank account 1,Groceries,Eggs,42,Expense,INR,2017,November,TXN1598
28-11-2017,Saving Bank account 1,Groceries,Bread,90,Expense,INR,2017,November,TXN1599
30-11-2017,Saving Bank account 1,Healthcare,Medicine,22,Expense,INR,2017,November,TXN1600
30-11-2017,Saving Bank account 1,Healthcare,Health,800,Expense,INR,2017,November,TXN1601
30-11-2017,Credit Card,Healthcare,Health,22700,Expense,INR,2017,November,TXN1602
30-11-2017,Cash,Healthcare,Pocket money,50,Expense,INR,2017,November,TXN1603
30-11-2017,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2017,November,TXN1604
30-11-2017,Saving Bank account 1,Salary,No notes available!,64636,Income,INR,2017,November,TXN1605
01-12-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,December,TXN1606
01-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1607
01-12-2017,Saving Bank account 1,Groceries,Lunch,125,Expense,INR,2017,December,TXN1608
01-12-2017,Cash,Utilities,No notes available!,2000,Expense,INR,2017,December,TXN1609
02-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1610
02-12-2017,Saving Bank account 1,Groceries,Ice cream,35,Expense,INR,2017,December,TXN1611
03-12-2017,Cash,Discretionary,grooming,160,Expense,INR,2017,December,TXN1612
03-12-2017,Cash,Miscellaneous,No notes available!,20,Expense,INR,2017,December,TXN1613
03-12-2017,Saving Bank account 1,Groceries,Lunch,290,Expense,INR,2017,December,TXN1614
03-12-2017,Cash,Groceries,snacks,30,Expense,INR,2017,December,TXN1615
04-12-2017,Saving Bank account 1,Communication,Newspaper,110,Expense,INR,2017,December,TXN1616
04-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1617
04-12-2017,Cash,Groceries,snacks,50,Expense,INR,2017,December,TXN1618
04-12-2017,Saving Bank account 1,Groceries,Bread,35,Expense,INR,2017,December,TXN1619
04-12-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,December,TXN1620
04-12-2017,Recurring Deposit,Fixed Deposit,No notes available!,14086,Income,INR,2017,December,TXN1621
04-12-2017,Saving Bank account 1,Groceries,fruits,120,Expense,INR,2017,December,TXN1622
04-12-2017,Credit Card,Utilities,Kirana,990,Expense,INR,2017,December,TXN1623
04-12-2017,Credit Card,Utilities,Kirana,937,Expense,INR,2017,December,TXN1624
05-12-2017,Saving Bank account 1,Communication,Tata Sky,100,Expense,INR,2017,December,TXN1625
05-12-2017,Saving Bank account 1,Communication,Edtech Course,2700,Expense,INR,2017,December,TXN1626
06-12-2017,Saving Bank account 1,Groceries,Lunch,125,Expense,INR,2017,December,TXN1627
07-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1628
08-12-2017,Saving Bank account 1,Groceries,Dinner,408,Expense,INR,2017,December,TXN1629
09-12-2017,Cash,Groceries,Lunch,85,Expense,INR,2017,December,TXN1630
10-12-2017,Cash,Groceries,vegetables,90,Expense,INR,2017,December,TXN1631
10-12-2017,Cash,Groceries,fruits,310,Expense,INR,2017,December,TXN1632
10-12-2017,Saving Bank account 1,Groceries,Lunch,65,Expense,INR,2017,December,TXN1633
10-12-2017,Cash,Groceries,snacks,25,Expense,INR,2017,December,TXN1634
12-12-2017,Cash,Groceries,Lunch,80,Expense,INR,2017,December,TXN1635
12-12-2017,Credit Card,Groceries,snacks,100,Expense,INR,2017,December,TXN1636
12-12-2017,Cash,Groceries,Eggs,40,Expense,INR,2017,December,TXN1637
13-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1638
13-12-2017,Cash,Healthcare,Pocket money,20,Expense,INR,2017,December,TXN1639
13-12-2017,Cash,Discretionary,Laundry,98,Expense,INR,2017,December,TXN1640
14-12-2017,Saving Bank account 1,Miscellaneous,No notes available!,3000,Income,INR,2017,December,TXN1641
14-12-2017,Cash,Groceries,Grocery,145,Expense,INR,2017,December,TXN1642
15-12-2017,Cash,Groceries,Ice cream,15,Expense,INR,2017,December,TXN1643
15-12-2017,Cash,Miscellaneous,No notes available!,10,Expense,INR,2017,December,TXN1644
16-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1645
17-12-2017,Cash,Transportation,auto,15,Expense,INR,2017,December,TXN1646
17-12-2017,Cash,Transportation,Train,20,Expense,INR,2017,December,TXN1647
17-12-2017,Cash,Transportation,auto,25,Expense,INR,2017,December,TXN1648
17-12-2017,Cash,Groceries,Tea,20,Expense,INR,2017,December,TXN1649
17-12-2017,Credit Card,Utilities,Kirana,878,Expense,INR,2017,December,TXN1650
17-12-2017,Cash,Transportation,auto,30,Expense,INR,2017,December,TXN1651
17-12-2017,Credit Card,Groceries,Dinner,505,Expense,INR,2017,December,TXN1652
18-12-2017,Credit Card,Discretionary,Clothing,312,Expense,INR,2017,December,TXN1653
19-12-2017,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2017,December,TXN1654
19-12-2017,Cash,Transportation,Train,10,Expense,INR,2017,December,TXN1655
19-12-2017,Cash,Groceries,snacks,45,Expense,INR,2017,December,TXN1656
19-12-2017,Cash,Healthcare,Pocket money,500,Expense,INR,2017,December,TXN1657
19-12-2017,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2017,December,TXN1658
20-12-2017,Cash,Groceries,Lunch,95,Expense,INR,2017,December,TXN1659
20-12-2017,Credit Card,Communication,Edtech Course,28400,Expense,INR,2017,December,TXN1660
21-12-2017,Saving Bank account 1,Groceries,snacks,15,Expense,INR,2017,December,TXN1661
21-12-2017,Cash,Groceries,Milk,70,Expense,INR,2017,December,TXN1662
21-12-2017,Cash,Groceries,Lunch,65,Expense,INR,2017,December,TXN1663
21-12-2017,Cash,Utilities,Kirana,118,Expense,INR,2017,December,TXN1664
22-12-2017,Saving Bank account 1,Groceries,Lunch,380,Expense,INR,2017,December,TXN1665
23-12-2017,Credit Card,Miscellaneous,No notes available!,798,Expense,INR,2017,December,TXN1666
24-12-2017,Saving Bank account 1,Groceries,Milk,35,Expense,INR,2017,December,TXN1667
24-12-2017,Cash,Groceries,snacks,25,Expense,INR,2017,December,TXN1668
24-12-2017,Credit Card,Miscellaneous,No notes available!,1364,Expense,INR,2017,December,TXN1669
24-12-2017,Saving Bank account 1,Transportation,auto,30,Expense,INR,2017,December,TXN1670
24-12-2017,Cash,Utilities,Toiletries,100,Expense,INR,2017,December,TXN1671
25-12-2017,Cash,Transportation,auto,80,Expense,INR,2017,December,TXN1672
25-12-2017,Saving Bank account 1,Communication,Mobile Service Provider,181,Expense,INR,2017,December,TXN1673
25-12-2017,Credit Card,Communication,Tata Sky,156,Expense,INR,2017,December,TXN1674
26-12-2017,Credit Card,Communication,Newspaper,1749,Expense,INR,2017,December,TXN1675
27-12-2017,Cash,Groceries,Grocery,70,Expense,INR,2017,December,TXN1676
